slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT001658,NAR000130_EN,property_disputes,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000130_001;EVT000130_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV933
SLOT001659,NAR000130_EN,property_disputes,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000130_001;EVT000130_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV933
SLOT001660,NAR000130_EN,property_disputes,property_type,"House, shop, plot, apartment, or other property",partially_provided,Apartment,apartment,NONE,EVT000130_001;EVT000130_002,True,1,normal,Identifies disputed property.,True,NONE,SLOT_ANN_001,REV933
SLOT001661,NAR000130_EN,property_disputes,ownership_documents,"Sale deed, tenancy papers, inheritance papers, or title proof",partially_provided,A property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07,a property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07,NONE,EVT000130_001;EVT000130_002,True,1,sensitive,Establishes legal basis of claim.,True,NONE,SLOT_ANN_001,REV933
SLOT001662,NAR000130_EN,property_disputes,disputed_action,"Encroachment, boundary alteration, possession, or landlord conflict",provided,Tenant-landlord conflict,tenant-landlord conflict,NONE,EVT000130_001;EVT000130_002,True,1,normal,Defines civil or criminal route.,False,NONE,SLOT_ANN_001,REV933
SLOT001663,NAR000130_EN,property_disputes,opposing_party_identity,"Landlord, tenant, relative, neighbour, or unknown party",partially_provided,tenant,tenant,NONE,EVT000130_001;EVT000130_002,False,2,sensitive,Needed for notice/complaint.,False,NONE,SLOT_ANN_001,REV933
SLOT001664,NAR000130_EN,property_disputes,damage_or_alteration,"Boundary damage, construction, lock change, or possession change",provided,A property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07,a property conflict classified under tenant-landlord conflict was documented at the apartment at 16:07,NONE,EVT000130_001;EVT000130_002,False,2,normal,Shows urgency and relief sought.,False,NONE,SLOT_ANN_001,REV933
SLOT001665,NAR000130_EN,property_disputes,current_possession,Who currently has possession or access,partially_provided,possession or access dispute indicated,possession_or_access_disputed,NONE,EVT000130_001;EVT000130_002,True,2,normal,Key for property remedy.,True,NONE,SLOT_ANN_001,REV933
SLOT001666,NAR000130_EN,property_disputes,local_authority_contacted,"Police, revenue officer, municipal body, or society contacted",provided,yes,yes,NONE,EVT000130_001;EVT000130_002,False,3,normal,Shows escalation history.,False,NONE,SLOT_ANN_001,REV933
SLOT001667,NAR000130_EN,property_disputes,court_or_case_status,"Existing suit, order, notice, or case status",optional,not stated,not_stated,NONE,EVT000130_001;EVT000130_002,False,4,sensitive,Avoids conflicting procedural guidance.,False,NONE,SLOT_ANN_001,REV933
SLOT001668,NAR000131_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,today,2023-10-01,NAR000131_EN_E001,EVT000131_001;EVT000131_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV152
SLOT001669,NAR000131_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,07:25,07:25,NONE,EVT000131_001;EVT000131_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV152
SLOT001670,NAR000131_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Kirana store,kirana store,NONE,EVT000131_001;EVT000131_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV152
SLOT001671,NAR000131_EN,consumer_disputes,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000131_001;EVT000131_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV152
SLOT001672,NAR000131_EN,consumer_disputes,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000131_001;EVT000131_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV152
SLOT001673,NAR000131_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Kirana store,kirana store,NONE,EVT000131_001;EVT000131_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV152
SLOT001674,NAR000131_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Expired or contaminated goods sale,expired or contaminated goods sale,NONE,EVT000131_001;EVT000131_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV152
SLOT001675,NAR000131_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000131_001;EVT000131_002,True,2,sensitive,Supports refund and deficiency claim.,False,NONE,SLOT_ANN_001,REV152
SLOT001676,NAR000131_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000131_001;EVT000131_002,True,2,normal,Shows prior attempt to resolve dispute.,False,NONE,SLOT_ANN_001,REV152
SLOT001677,NAR000131_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",optional,not stated,not_stated,NONE,EVT000131_001;EVT000131_002,False,3,sensitive,Improves complaint strength.,True,NONE,SLOT_ANN_001,REV152
SLOT001678,NAR000131_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000131_001;EVT000131_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV152
SLOT001679,NAR000131_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,provided,they completely cheated me on the transaction and refused a refund,they completely cheated me on the transaction and refused a refund,NONE,EVT000131_001;EVT000131_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV152
SLOT001680,NAR000132_EN,traffic_road_incidents,incident_date,Date or relative date when the incident happened,provided,2026-07-14,2026-07-14,NONE,EVT000132_001;EVT000132_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV103
SLOT001681,NAR000132_EN,traffic_road_incidents,incident_time,Time or approximate time of the incident,provided,09:15,09:15,NONE,EVT000132_001;EVT000132_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV103
SLOT001682,NAR000132_EN,traffic_road_incidents,incident_location,"Place, platform, or setting where the incident occurred",provided,Highway,highway,NONE,EVT000132_001;EVT000132_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV103
SLOT001683,NAR000132_EN,traffic_road_incidents,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000132_001;EVT000132_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV103
SLOT001684,NAR000132_EN,traffic_road_incidents,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000132_001;EVT000132_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV103
SLOT001685,NAR000132_EN,traffic_road_incidents,vehicle_details,"Vehicle type, registration, or identifying description",partially_provided,Highway,highway,NONE,EVT000132_001;EVT000132_002,True,1,sensitive,Needed for motor accident or traffic complaint.,True,NONE,SLOT_ANN_001,REV103
SLOT001686,NAR000132_EN,traffic_road_incidents,driver_conduct,"Drunk, reckless, signal violation, hit-and-run, or obstruction conduct",provided,Reckless driving confrontation,reckless driving confrontation,NONE,EVT000132_001;EVT000132_002,True,1,normal,Defines offence and urgency.,False,NONE,SLOT_ANN_001,REV103
SLOT001687,NAR000132_EN,traffic_road_incidents,injury_details,Whether anyone was injured,missing,not stated,not_stated,NONE,EVT000132_001;EVT000132_002,True,1,highly sensitive,Controls medical escalation.,True,NONE,SLOT_ANN_001,REV103
SLOT001688,NAR000132_EN,traffic_road_incidents,property_damage,Vehicle or other property damage,missing,not stated,not_stated,NONE,EVT000132_001;EVT000132_002,True,2,normal,Needed for claim and complaint.,True,NONE,SLOT_ANN_001,REV103
SLOT001689,NAR000132_EN,traffic_road_incidents,road_location,"Road, highway, alleyway, or signal location",provided,Highway,highway,NONE,EVT000132_001;EVT000132_002,True,1,normal,Determines jurisdiction and evidence.,False,NONE,SLOT_ANN_001,REV103
SLOT001690,NAR000132_EN,traffic_road_incidents,offending_vehicle_left,Whether driver fled or remained,optional,not stated,not stated,NONE,EVT000132_001;EVT000132_002,False,2,normal,Important for hit-and-run.,True,NONE,SLOT_ANN_001,REV103
SLOT001691,NAR000132_EN,traffic_road_incidents,traffic_obstruction,Whether collision/blockage caused traffic obstruction,optional,not stated,not_stated,NONE,EVT000132_001;EVT000132_002,False,3,normal,Affects civic/emergency response.,True,NONE,SLOT_ANN_001,REV103
SLOT001692,NAR000132_EN,traffic_road_incidents,insurance_or_claim_status,Whether insurance or compensation process is mentioned,optional,not stated,not_stated,NONE,EVT000132_001;EVT000132_002,False,4,sensitive,Guides next claims step.,False,NONE,SLOT_ANN_001,REV103
SLOT001693,NAR000133_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,yesterday,2023-10-06,NAR000133_EN_E001,EVT000133_001;EVT000133_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV477
SLOT001694,NAR000133_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,16:54,16:54,NONE,EVT000133_001;EVT000133_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV477
SLOT001695,NAR000133_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Shop,shop,NONE,EVT000133_001;EVT000133_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV477
SLOT001696,NAR000133_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000133_001;EVT000133_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV477
SLOT001697,NAR000133_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000133_001;EVT000133_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV477
SLOT001698,NAR000133_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Shop,shop,NONE,EVT000133_001;EVT000133_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV477
SLOT001699,NAR000133_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Ransomware attack,ransomware attack,NONE,EVT000133_001;EVT000133_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV477
SLOT001700,NAR000133_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Ransomware attack,ransomware attack,NONE,EVT000133_001;EVT000133_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV477
SLOT001701,NAR000133_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,loss indicated,loss indicated,NONE,EVT000133_001;EVT000133_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV477
SLOT001702,NAR000133_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000133_001;EVT000133_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV477
SLOT001703,NAR000133_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",optional,not stated,not_stated,NONE,EVT000133_001;EVT000133_002,False,3,highly sensitive,Supports investigation while protecting privacy.,True,NONE,SLOT_ANN_001,REV477
SLOT001704,NAR000133_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000133_001;EVT000133_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV477
SLOT001705,NAR000133_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000133_001;EVT000133_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV477
SLOT001706,NAR000134_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2023-10-07,2023-10-07,NONE,EVT000134_001;EVT000134_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV908
SLOT001707,NAR000134_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,23:11,23:11,NONE,EVT000134_001;EVT000134_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV908
SLOT001708,NAR000134_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000134_001;EVT000134_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV908
SLOT001709,NAR000134_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000134_001;EVT000134_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV908
SLOT001710,NAR000134_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000134_001;EVT000134_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV908
