classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000403,NAR000403_EN,Consumer Disputes,Overcharging and hidden fees;Refund refusal,complaint_preparation;legal_aid_request,Challenge hidden charges and seek a refund,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV334
CLS000404,NAR000404_EN,Cybercrime,Social media hacking;Account takeover;Fraudulent messages,complaint_preparation,Contain a hacked account and warn contacts,ONGOING_THREAT,False,True,False,online,current,False,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV585
CLS000405,NAR000405_EN,Property Disputes,Tenant-landlord conflict;Unauthorized structures;Direct threats,complaint_preparation;legal_aid_request,Stop active occupation and document threats,ONGOING_THREAT,False,True,False,hybrid,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV445
CLS000406,NAR000406_EN,Property Disputes,Tenant-landlord conflict;Contested ownership,complaint_preparation;legal_aid_request,Seek mediation for a tenant-landlord dispute,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV274
CLS000407,NAR000407_EN,Property Disputes,Land encroachment;Unauthorized construction;Direct threats,complaint_preparation;legal_aid_request,Stop active encroachment and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV266
CLS000408,NAR000408_EN,Financial Fraud,Credit card cloning;Instrument forgery,complaint_preparation;legal_aid_request,Prepare a card-cloning case for financial review,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV986
CLS000409,NAR000409_EN,Family Law,Divorce proceedings conflict;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent divorce motion,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV425
CLS000410,NAR000410_EN,Cybercrime,Online banking fraud;Account takeover;Fraudulent messages,complaint_preparation,Contain online-banking fraud and warn contacts,ONGOING_THREAT,False,True,False,online,current,True,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV781
CLS000411,NAR000411_EN,Traffic & Road Incidents,Traffic signal violation dispute;Hit and run,complaint_preparation,Prepare a traffic-violation collision report,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,False,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV161
CLS000412,NAR000412_EN,Domestic Violence,Dowry harassment;Domestic intimidation,emergency_assistance;legal_aid_request,Document dowry harassment and obtain support,ONGOING_THREAT,False,True,False,hybrid,recent,False,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV705
CLS000413,NAR000413_EN,Family Law,Restitution of conjugal rights;Family confrontation,legal_aid_request;complaint_preparation,Document a family dispute for mediation,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Family Law,Family Law,Family Law,REV646
CLS000414,NAR000414_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation;legal_aid_request,Prepare a vehicle-theft case record,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV187
CLS000415,NAR000415_EN,Cybercrime,Social media hacking;Credential compromise,complaint_preparation,Report a social-media breach,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV433
CLS000416,NAR000416_EN,Family Law,Restitution of conjugal rights;Maintenance or custody dispute,legal_aid_request;lawyer_handoff,Obtain legal intervention in a family-court dispute,LEGAL_INFORMATION,False,True,False,physical,past,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV985
CLS000417,NAR000417_EN,Cybercrime,Online banking fraud;Credential compromise,complaint_preparation,Report an online-banking fraud incident,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV530
CLS000418,NAR000418_EN,Miscellaneous,Minor civic infrastructure issue;Public disturbance,complaint_preparation,Document a minor civic infrastructure issue,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV801
CLS000419,NAR000419_EN,Cybercrime,Cyberstalking;Credential theft;Asset misappropriation,complaint_preparation,Report cyberstalking with preserved digital logs,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV212
CLS000420,NAR000420_EN,Traffic & Road Incidents,Hit and run collision;Physical injury;Vehicle damage,complaint_preparation,Prepare a hit-and-run report with injury details,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV291
CLS000421,NAR000421_EN,Employment/Labour,Unpaid wage dispute;Employment-contract breach,complaint_preparation,File a grievance to recover unpaid wages,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV399
CLS000422,NAR000422_EN,Domestic Violence,Dowry harassment;Escalating domestic threats,complaint_preparation;legal_aid_request,Obtain protection from escalating dowry harassment,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,False,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV681
CLS000423,NAR000423_EN,Consumer Disputes,Defective product delivery;Buyer safety risk,complaint_preparation;legal_aid_request,Escalate an unresolved defective-product complaint,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV827
CLS000424,NAR000424_EN,Cybercrime,Social media hacking;Credential theft,complaint_preparation;legal_aid_request,Report a social-media breach with digital logs,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV606
CLS000425,NAR000425_EN,Theft and robbery,Pickpocketing;Property loss,complaint_preparation,Prepare a pickpocketing report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV354
CLS000426,NAR000426_EN,Financial Fraud,Cheque forgery;Forgery;Financial loss,complaint_preparation,Report cheque forgery and financial loss,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV795
CLS000427,NAR000427_EN,Miscellaneous,Public nuisance dispute;Localized hazard,complaint_preparation,Submit a municipal nuisance grievance,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV133
CLS000428,NAR000428_EN,Domestic Violence,Spousal physical abuse;Physical injury;Unlawful confinement,emergency_assistance;complaint_preparation,Get immediate safety and medical assistance,EMERGENCY_MEDICAL,True,True,True,physical,current,False,True,True,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV243
CLS000429,NAR000429_EN,Traffic & Road Incidents,Reckless driving confrontation;Physical injury;Vehicle damage,complaint_preparation,Prepare a reckless-driving collision report,CASE_PREPARATION,False,False,False,physical,recent,False,True,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV854
CLS000430,NAR000430_EN,Property Disputes,Land encroachment;Unauthorized construction;Direct threats,complaint_preparation;legal_aid_request,Stop active encroachment and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV137
CLS000431,NAR000431_EN,Financial Fraud,Cheque forgery;Document fraud;Asset misappropriation,complaint_preparation;legal_aid_request,Prepare a cheque-forgery complaint using audit trails,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV280
CLS000432,NAR000432_EN,Cybercrime,Phishing scam;Credential theft;Asset misappropriation,complaint_preparation;legal_aid_request,Report phishing with preserved digital logs,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV622
CLS000433,NAR000433_EN,Traffic & Road Incidents,Traffic signal violation dispute;Vehicle collision,complaint_preparation,Document a traffic-signal collision,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV689
CLS000434,NAR000434_EN,Employment/Labour,Unfair termination;Threatened job loss,complaint_preparation;legal_aid_request,Challenge an unfair termination,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV416
CLS000435,NAR000435_EN,Theft and robbery,Armed robbery;Physical injury;Property loss,emergency_assistance;fir_information,Report a recent armed robbery and injuries,CASE_PREPARATION,False,False,False,physical,recent,True,True,True,True,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV701
CLS000436,NAR000436_EN,Assault & Threats,Domestic dispute;Threat of future harm,complaint_preparation,Document a domestic threat and seek protection,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV301
CLS000437,NAR000437_EN,Consumer Disputes,Overcharging and hidden fees;Active merchant dispute,complaint_preparation;legal_aid_request,Resolve an overcharging dispute,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV126
CLS000438,NAR000438_EN,Traffic & Road Incidents,Traffic signal violation dispute;Traffic safety hazard,complaint_preparation,File a traffic-signal safety complaint,CASE_PREPARATION,False,False,False,physical,past,False,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV994
CLS000439,NAR000439_EN,Property Disputes,Inheritance property claim;Boundary damage;Active occupation,emergency_assistance;complaint_preparation;legal_aid_request,Stop an active property takeover and document damage,CASE_PREPARATION,False,True,False,hybrid,current,True,False,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV406
CLS000440,NAR000440_EN,Cybercrime,Ransomware attack;Network intrusion,complaint_preparation,Document ransomware and containment measures,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV454
CLS000441,NAR000441_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation,Prepare a vehicle-theft report,CASE_PREPARATION,False,True,False,physical,current,True,False,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV628
CLS000442,NAR000442_EN,Assault & Threats,Online harassment & threats;Physical intimidation,complaint_preparation,Document a witnessed online-threat incident,ONGOING_THREAT,False,True,False,online,past,False,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV330
