scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000329,heads up civic problem minor civic infrastructure issue,Miscellaneous,Minor civic infrastructure issue,hey guys warning if u are passing by the Road right now!! there is a massive minor civic infrastructure issue that happened around 01:46 today. try to take a different route if possible to avoid getting stuck or delayed,2024-11-26,2024-11-23,01:46,Physical,Road,India,Gujarat,recent_past,No,False,False,False,True,True,1,3,synthetic_reviewed,USR336,REV900,synthetic_no_pii,challenge
SCN000330,This person literally threatened me at the online platform,Assault & Threats,Online harassment & threats,"I was just minding my own business at the online platform around 06:44, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete online harassment & threats and they said they'd hurt me if they saw me again. Genuinely terrified.",2024-12-23,2024-11-25,06:44,Online,Online platform,India,Karnataka,recent_past,No,False,True,True,False,True,2,3,human_written,USR519,REV335,synthetic_no_pii,validation
SCN000331,Accountant observation of insurance claim fraud,Financial Fraud,Insurance claim fraud,"The internal auditor observed highly irregular transaction entries passing through the office around 22:59. Closer inspection confirmed a premeditated instance of insurance claim fraud, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out.",2024-12-19,2024-11-26,22:59,Online,Office,India,Maharashtra,recent_past,No,False,False,True,False,False,4,1,synthetic_reviewed,USR876,REV239,synthetic_no_pii,validation
SCN000332,This person literally threatened me at the workplace,Assault & Threats,Verbal intimidation,"I was just minding my own business at the workplace around 12:05, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete verbal intimidation and they said they'd hurt me if they saw me again. Genuinely terrified.",2024-12-12,2024-12-02,12:05,Hybrid,Workplace,India,West Bengal,recent_past,No,False,True,False,True,True,5,2,expert_authored,USR524,REV420,synthetic_no_pii,train
SCN000333,Digital breach via phishing scam,Cybercrime,Phishing scam,"An incident of phishing scam compromised security systems across the specified Online platform at 07:19. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols.",2024-12-08,2024-12-03,07:19,Online,Online platform,India,Tamil Nadu,past,No,False,True,True,True,False,2,1,human_written,USR666,REV469,synthetic_no_pii,test
SCN000334,Detailed administrative summary of alimony and maintenance claim litigation status,Family Law,Alimony and maintenance claim,"On the date of 2026-07-05, a major civil friction classified under alimony and maintenance claim escalated during a familial meeting at the designated online platform at approximately 03:44 hours. The dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties. The current circumstances indicate an immediate requirement for legal intervention to mandate adherence to statutory family frameworks within the state jurisdiction.",2024-12-15,2024-12-05,03:44,Hybrid,Online platform,India,Tamil Nadu,past,No,False,False,True,False,True,4,3,synthetic_reviewed,USR655,REV423,synthetic_no_pii,challenge
SCN000335,Detailed evaluation of institutional safe working conditions violation violation,Employment/Labour,Safe working conditions violation,"On the date of 2026-06-27, a major institutional friction classified as safe working conditions violation materialized at the specified construction site at approximately 17:49. The circumstances indicate structured operational non-compliance by the management regarding standard working protocols or financial settlements, directly compromising employee protections. Internal grievance workflows were completely bypassed by leadership, compelling the affected party to seek statutory legal remedies through regional labor councils.",2025-01-03,2024-12-05,17:49,Physical,Construction site,India,Gujarat,past,No,True,False,True,False,True,5,3,expert_authored,USR444,REV516,synthetic_no_pii,challenge
SCN000336,Detailed analysis of house burglary occurrence,Theft and robbery,House burglary,"On the date of 2026-07-14, a major incidence of house burglary was executed at the designated house under complex environmental circumstances. The perpetrator leveraged the crowded nature of the location to approach undetected, exploiting a momentary lapse in security vigilance. Following the commission of the act, the individual navigated through the exit corridors effectively evading immediate pursuit. Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction.",2024-12-28,2024-12-10,04:40,Physical,House,India,West Bengal,recent_past,No,False,True,True,True,False,3,1,expert_authored,USR445,REV929,synthetic_no_pii,validation
SCN000337,need help asap threat at Social media,Assault & Threats,Online harassment & threats,pls help someone is targeting me with online harassment & threats right now at the Social media!! they are threatening to hit me or worse. happened around 05:08. is anyone nearby who can come stay with me? urgent,2024-12-28,2024-12-13,05:08,Online,Social media,India,Tamil Nadu,past,No,False,True,False,False,False,5,3,human_written,USR372,REV295,synthetic_no_pii,validation
SCN000338,Bystander report of a customer-vendor dispute,Consumer Disputes,False advertising and misrepresentation,"The observer noted a clear altercation developing at the counter of the showroom around 22:03. A customer was contesting a distinct case of false advertising and misrepresentation, showing clear evidence to the merchant, who continuously refused liability or proper resolution.",2024-12-26,2024-12-16,22:03,Online,Showroom,India,Maharashtra,past,No,False,False,True,True,True,3,1,expert_authored,USR527,REV537,synthetic_no_pii,test
SCN000339,Accountant observation of loan approval scam,Financial Fraud,Loan approval scam,"The internal auditor observed highly irregular transaction entries passing through the online platform around 03:11. Closer inspection confirmed a premeditated instance of loan approval scam, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out.",2024-12-26,2024-12-18,03:11,Online,Online platform,India,Gujarat,recent_past,No,False,False,True,True,True,2,1,expert_authored,USR764,REV320,synthetic_no_pii,test
SCN000340,Reported financial irregularity involving credit card cloning,Financial Fraud,Credit card cloning,"Complainant reports a structured financial offense falling under the category of credit card cloning at the shop. The incident occurred on 2026-07-08 at approximately 03:56 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved.",2025-01-17,2024-12-18,03:56,Hybrid,Shop,India,Gujarat,past,No,False,False,True,False,True,4,1,expert_authored,USR630,REV501,synthetic_no_pii,challenge
SCN000341,My company is putting me through unpaid wage dispute,Employment/Labour,Unpaid wage dispute,"I've been working at this office for months, and around 12:37 yesterday, things hit a breaking point with a massive unpaid wage dispute. They literally refused to settle what was rightfully owed to me and told me to just leave if I didn't like it. I'm so stressed about how I'm going to pay my rent.",2024-12-21,2024-12-18,12:37,Physical,Office,India,Gujarat,past,No,False,False,True,False,True,4,4,human_written,USR839,REV980,synthetic_no_pii,test
SCN000342,urgent help needed shopbreaking,Theft and robbery,Shopbreaking,omg someone just took my things at the Shop!!! occurred just now around 17:38 hours. anyone nearby please help or tell me where the nearest police booth is asap!! lost everything inside my bag,2025-01-17,2024-12-22,17:38,Physical,Shop,India,Maharashtra,recent_past,No,False,True,True,False,True,2,5,synthetic_reviewed,USR309,REV245,synthetic_no_pii,test
SCN000343,Reported matrimonial/family grievance regarding restitution of conjugal rights,Family Law,Restitution of conjugal rights,"Complainant registers a family matter notification involving an active restitution of conjugal rights at the premises. On 2026-07-04 at approximately 13:39 hours, an escalation occurred regarding legal compliance or child visitation parameters. Relevant documentation has been requested for family court presentation.",2024-12-30,2024-12-23,13:39,Physical,Apartment,India,Uttar Pradesh,recent_past,No,False,False,False,False,True,3,2,expert_authored,USR296,REV202,synthetic_no_pii,challenge
SCN000344,IT specialist observation of social media hacking,Cybercrime,Social media hacking,"The system administrator observed anomalous traffic originating from unauthorized servers around 03:13, confirming a systemwide social media hacking. The victim was actively manipulated into bypassing authentication protocols on the Online platform platform.",2025-01-11,2024-12-25,03:13,Online,Online platform,India,Maharashtra,recent_past,No,False,False,False,True,True,1,1,expert_authored,USR513,REV304,synthetic_no_pii,challenge
