answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS001439,Q001439_hi,NAR000161_EN,hi,"cheque forgery Office par 2023-12-07 ko 05:41 ke aas-paas, documents or audit trail ke liye mera jawab hai: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV935
ANS001440,Q001440_hiLatn,NAR000161_EN,hi-Latn,"cheque forgery Office par 2023-12-07 ko 05:41 ke aas-paas, documents or audit trail ke liye mera answer hai: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV935
ANS001441,Q001441_en,NAR000162_EN,en,"For the spousal physical abuse at House on 2023-12-09 around 01:31, my answer for relationship to offender is: spouse.",spouse,text,relationship_to_offender,spouse,approximate,False,True,False,0.60,0.84,True,REV874
ANS001442,Q001442_hi,NAR000162_EN,hi,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, relationship to offender ke liye mera jawab hai: spouse.",spouse,text,relationship_to_offender,spouse,approximate,False,True,False,0.60,0.84,True,REV874
ANS001443,Q001443_hiLatn,NAR000162_EN,hi-Latn,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, relationship to offender ke liye mera answer hai: spouse.",spouse,text,relationship_to_offender,spouse,approximate,False,True,False,0.60,0.84,True,REV874
ANS001444,Q001444_en,NAR000162_EN,en,"For the spousal physical abuse at House on 2023-12-09 around 01:31, my answer for current shelter safety is: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV874
ANS001445,Q001445_hi,NAR000162_EN,hi,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, current shelter safety ke liye mera jawab hai: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV874
ANS001446,Q001446_hiLatn,NAR000162_EN,hi-Latn,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, current shelter safety ke liye mera answer hai: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV874
ANS001447,Q001447_en,NAR000162_EN,en,"For the spousal physical abuse at House on 2023-12-09 around 01:31, my answer for children or dependents is: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV874
ANS001448,Q001448_hi,NAR000162_EN,hi,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, children or dependents ke liye mera jawab hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV874
ANS001449,Q001449_hiLatn,NAR000162_EN,hi-Latn,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, children or dependents ke liye mera answer hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV874
ANS001450,Q001450_en,NAR000162_EN,en,"For the spousal physical abuse at House on 2023-12-09 around 01:31, my answer for injury or medical need is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV874
ANS001451,Q001451_hi,NAR000162_EN,hi,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, injury or medical need ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV874
ANS001452,Q001452_hiLatn,NAR000162_EN,hi-Latn,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, injury or medical need ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV874
ANS001453,Q001453_en,NAR000162_EN,en,"For the spousal physical abuse at House on 2023-12-09 around 01:31, my answer for evidence available is: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV874
ANS001454,Q001454_hi,NAR000162_EN,hi,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, evidence available ke liye mera jawab hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV874
ANS001455,Q001455_hiLatn,NAR000162_EN,hi-Latn,"spousal physical abuse House par 2023-12-09 ko 01:31 ke aas-paas, evidence available ke liye mera answer hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV874
ANS001456,Q001456_en,NAR000163_EN,en,"For the physical altercation at Road on 2023-12-11 around 02:53, my answer for threat or attack description is: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV362
ANS001457,Q001457_hi,NAR000163_EN,hi,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, threat or attack description ke liye mera jawab hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV362
ANS001458,Q001458_hiLatn,NAR000163_EN,hi-Latn,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, threat or attack description ke liye mera answer hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV362
ANS001459,Q001459_en,NAR000163_EN,en,"For the physical altercation at Road on 2023-12-11 around 02:53, my answer for witness available is: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV362
ANS001460,Q001460_hi,NAR000163_EN,hi,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, witness available ke liye mera jawab hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV362
ANS001461,Q001461_hiLatn,NAR000163_EN,hi-Latn,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, witness available ke liye mera answer hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV362
ANS001462,Q001462_en,NAR000163_EN,en,"For the physical altercation at Road on 2023-12-11 around 02:53, my answer for safe place available is: no.",no,boolean,safe_place_available,no,certain,False,False,False,0.55,0.87,True,REV362
ANS001463,Q001463_hi,NAR000163_EN,hi,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, safe place available ke liye mera jawab hai: no.",no,boolean,safe_place_available,no,certain,False,False,False,0.55,0.87,True,REV362
ANS001464,Q001464_hiLatn,NAR000163_EN,hi-Latn,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, safe place available ke liye mera answer hai: no.",no,boolean,safe_place_available,no,certain,False,False,False,0.55,0.87,True,REV362
ANS001465,Q001465_en,NAR000163_EN,en,"For the physical altercation at Road on 2023-12-11 around 02:53, my answer for medical help status is: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV362
ANS001466,Q001466_hi,NAR000163_EN,hi,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, medical help status ke liye mera jawab hai: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV362
ANS001467,Q001467_hiLatn,NAR000163_EN,hi-Latn,"physical altercation Road par 2023-12-11 ko 02:53 ke aas-paas, medical help status ke liye mera answer hai: needed.",needed,boolean,medical_help_status,needed,certain,True,False,False,0.55,0.87,True,REV362
ANS001468,Q001468_en,NAR000164_EN,en,"For the noise pollution grievance at Apartment on 2023-12-12 around 00:24, my answer for risk to public is: The noise continues late at night and disturbs nearby residents.",the noise continues late at night and disturbs nearby residents,text,risk_to_public,The noise continues late at night and disturbs nearby residents,approximate,False,False,False,0.60,0.84,True,REV214
ANS001469,Q001469_hi,NAR000164_EN,hi,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, risk to public ke liye mera jawab hai: The noise continues late at night and disturbs nearby residents.",the noise continues late at night and disturbs nearby residents,text,risk_to_public,The noise continues late at night and disturbs nearby residents,approximate,False,False,False,0.60,0.84,True,REV214
ANS001470,Q001470_hiLatn,NAR000164_EN,hi-Latn,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, risk to public ke liye mera answer hai: The noise continues late at night and disturbs nearby residents.",the noise continues late at night and disturbs nearby residents,text,risk_to_public,The noise continues late at night and disturbs nearby residents,approximate,False,False,False,0.60,0.84,True,REV214
ANS001471,Q001471_en,NAR000164_EN,en,"For the noise pollution grievance at Apartment on 2023-12-12 around 00:24, my answer for item or property affected is: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV214
ANS001472,Q001472_hi,NAR000164_EN,hi,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, item or property affected ke liye mera jawab hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV214
ANS001473,Q001473_hiLatn,NAR000164_EN,hi-Latn,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, item or property affected ke liye mera answer hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV214
ANS001474,Q001474_en,NAR000164_EN,en,"For the noise pollution grievance at Apartment on 2023-12-12 around 00:24, my answer for authority to contact is: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV214
ANS001475,Q001475_hi,NAR000164_EN,hi,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, authority to contact ke liye mera jawab hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV214
ANS001476,Q001476_hiLatn,NAR000164_EN,hi-Latn,"noise pollution grievance Apartment par 2023-12-12 ko 00:24 ke aas-paas, authority to contact ke liye mera answer hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV214
ANS001477,Q001477_en,NAR000165_EN,en,"For the restitution of conjugal rights at House on 2023-12-12 around 21:58, my answer for child or dependent involved is: unsure.",unsure,boolean,child_or_dependent_involved,unsure,unsure,False,False,False,0.55,0.67,True,REV547
